,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,Feels like,Name
110,dekar,94,BW,1580076361,50,-21.53,21.93,77.14,6.33,75.81,Dekar
111,asau,0,RO,1580076361,86,46.43,26.4,32.0,5.82,23.25,Asau
112,castro,0,BR,1580076361,48,-24.79,-50.01,79.25,0.81,81.3,Castro
113,saint-philippe,90,RE,1580076361,78,-21.36,55.77,75.2,8.05,71.42,Saint-Philippe
114,norman%20wells,75,CA,1580076361,75,65.28,-126.83,-16.6,9.17,-28.66,Norman Wells
115,slave%20lake,1,CA,1580076361,100,55.28,-114.77,21.2,9.17,11.16,Slave Lake
116,sterling,75,US,1580076361,60,39.01,-77.43,46.99,10.29,33.42,Sterling
117,balkhash,100,KZ,1580076361,96,46.84,74.98,24.58,11.39,13.53,Balkhash
118,qaqortoq,100,GL,1580076361,65,60.72,-46.03,8.6,4.7,-0.38,Qaqortoq
119,lata,20,PT,1580076362,87,40.16,-8.33,54.0,6.93,45.79,Lata
120,witu,100,KE,1580076362,90,-2.39,40.44,79.47,5.55,87.46,Witu
121,nezhinka,90,RU,1580076362,79,51.77,55.37,24.8,22.37,7.12,Nezhinka
122,novikovo,53,RU,1580076362,93,51.15,37.89,26.78,12.46,15.28,Novikovo
123,broken%20hill,0,AU,1580076362,40,-31.95,141.43,71.6,9.17,65.5,Broken Hill
124,puerto%20ayora,75,EC,1580076362,83,-0.74,-90.35,78.8,10.29,79.88,Puerto Ayora
125,ayios%20nikolaos,20,GR,1580076362,93,38.42,23.65,55.0,7.43,47.16,Ayios Nikolaos
126,airai,32,TL,1580076362,92,-8.93,125.41,67.48,2.13,71.6,Airai
127,gat,0,IL,1580076123,81,31.61,34.76,48.99,4.7,39.25,Kiryat Gat
128,chumikan,11,RU,1580076363,83,54.72,135.31,-9.74,8.9,-21.5,Chumikan
129,dudinka,75,RU,1580076363,84,69.41,86.18,1.4,8.95,-10.03,Dudinka
130,batagay,0,RU,1580076363,85,67.63,134.63,-44.01,1.72,-52.11,Batagay
131,aloleng,96,PH,1580076363,93,16.13,119.78,70.81,3.47,75.83,Aloleng
132,hauzenberg,75,DE,1580076177,87,48.65,13.63,35.01,1.59,26.67,Hauzenberg
133,watsa,97,CD,1580076439,33,3.04,29.54,74.3,0.74,72.34,Watsa
134,vanimo,100,PG,1580076439,80,-2.67,141.3,82.63,13.94,85.62,Vanimo
135,east%20london,43,ZA,1580076190,60,-33.02,27.91,68.0,25.9,54.52,East London
136,abu%20dhabi,40,AE,1580076440,59,24.47,54.37,64.4,16.11,55.35,Abu Dhabi
137,surt,0,LY,1580076440,30,31.21,16.59,60.69,7.72,52.36,Sirte
138,kununurra,57,AU,1580076440,94,-15.77,128.73,78.8,1.63,89.38,Kununurra
139,upernavik,98,GL,1580076440,94,72.79,-56.15,-15.92,2.33,-24.03,Upernavik
140,nokaneng,100,BW,1580076441,38,-19.67,22.27,81.37,4.54,79.84,Nokaneng
141,sabang,100,ID,1580076441,71,5.89,95.32,81.95,9.64,84.97,Sabang
142,cherskiy,100,RU,1580076441,88,68.75,161.3,-20.2,2.13,-28.3,Cherskiy
143,port%20blair,89,IN,1580076441,94,11.67,92.75,71.6,1.12,78.49,Port Blair
144,umba,100,RU,1580076441,83,66.69,34.34,15.1,10.54,3.43,Umba
145,kaitangata,100,NZ,1580076441,68,-46.28,169.85,66.0,5.1,64.72,Kaitangata
146,sorong,100,ID,1580076441,98,-0.88,131.25,72.55,1.14,80.56,Sorong
147,marawi,85,PH,1580076441,93,8.0,124.29,75.0,4.0,81.88,Marawi
148,bella%20vista,1,US,1580076235,58,36.43,-94.23,57.99,6.93,48.81,Bella Vista
149,san%20cristobal,75,VE,1580076441,69,7.77,-72.22,78.8,5.82,82.06,San Cristobal
150,kulhudhuffushi,100,MV,1580076442,67,6.62,73.07,82.36,5.1,87.26,Kulhudhuffushi
151,acari,98,PE,1580076442,74,-15.43,-74.62,72.32,10.11,71.29,Acari
152,dong%20hoi,100,VN,1580076442,93,17.48,106.6,58.96,3.56,59.14,Kwang Binh
153,bandarbeyla,25,SO,1580076442,79,9.49,50.81,78.51,28.21,71.01,Bandarbeyla
154,voh,69,NC,1580076185,77,-20.97,164.7,77.81,7.81,81.05,Voh
155,chuy,64,UY,1580076442,65,-33.7,-53.46,79.88,9.13,80.94,Chui
156,acapulco,40,MX,1580076442,62,16.86,-99.89,84.2,11.41,85.28,Acapulco de Juarez
157,saint-francois,28,FR,1580076442,86,46.42,3.91,41.0,4.7,33.44,Saint-Francois
158,amapa,100,BR,1580076442,96,1.0,-52.0,75.72,3.89,83.59,Amapa
159,kapaa,40,US,1580076443,78,22.08,-159.32,78.8,11.41,79.59,Kapaa
160,yellowknife,90,CA,1580076443,84,62.46,-114.35,3.2,12.75,-10.3,Yellowknife
161,lasa,81,IT,1580076443,85,46.62,10.7,30.2,2.24,20.16,Laas
162,bilibino,99,RU,1580076443,94,68.05,166.44,-7.08,2.35,-15.0,Bilibino
163,verkhnyaya%20balkariya,90,RU,1580076443,80,43.13,43.46,33.8,7.11,25.45,Verkhnyaya Balkariya
164,garissa,100,KE,1580076444,77,-0.45,39.64,80.71,9.62,84.4,Garissa
165,hambantota,20,LK,1580076444,100,6.12,81.12,73.4,4.7,80.19,Hambantota
166,dikson,100,RU,1580076444,96,73.51,80.55,-2.99,4.05,-11.72,Dikson
167,shubarshi,100,KZ,1580076444,92,48.59,57.19,23.99,19.15,8.4,Shubarshi
168,phu%20ly,100,VN,1580076444,79,20.54,105.91,59.54,5.75,57.24,Phu Ly
169,altamont,40,US,1580076444,56,42.21,-121.74,48.0,14.99,33.28,Altamont
170,tiksi,0,RU,1580076444,73,71.69,128.87,-32.82,2.46,-41.28,Tiksi
171,pevek,100,RU,1580076445,88,69.7,170.31,-3.3,2.44,-11.2,Pevek
172,zabol,100,AF,1580076445,96,32.25,67.25,24.42,7.23,15.71,Wilayat-e Zabul
173,thompson,5,CA,1580076321,78,55.74,-97.86,8.6,3.36,0.55,Thompson
174,tukan,95,RU,1580076445,97,53.84,57.46,5.76,4.41,-2.79,Tukan
175,sitka,90,US,1580076445,81,57.05,-135.33,42.8,6.93,35.46,Sitka
176,georgetown,20,MY,1580076445,88,5.41,100.34,78.8,3.36,85.73,George Town
177,guerrero%20negro,0,MX,1580076445,57,27.98,-114.06,69.04,10.45,64.15,Guerrero Negro
178,port%20macquarie,11,AU,1580076445,83,-31.43,152.92,78.01,1.12,85.06,Port Macquarie
179,mittweida,40,DE,1580076445,86,50.98,12.98,39.99,5.82,29.7,Mittweida
180,turukhansk,100,RU,1580076446,96,65.82,87.98,0.37,6.15,-9.42,Turukhansk
181,gorno-altaysk,0,RU,1580076446,89,51.96,85.95,7.57,3.98,-0.74,Gorno-Altaysk
182,belaya%20gora,79,RU,1580076446,95,68.53,146.42,-35.9,5.21,-45.9,Belaya Gora
183,strandby,100,DK,1580076446,94,57.49,10.5,39.99,3.0,35.78,Strandby
184,yichun,0,CN,1580076446,83,47.7,128.9,3.04,2.04,-4.45,Yichun
185,ruwi,0,OM,1580076447,39,23.6,58.55,64.4,18.34,51.64,Ruwi
186,francistown,77,BW,1580076447,39,-21.17,27.51,79.81,3.74,78.53,Francistown
187,provideniya,13,RU,1580076447,70,64.38,-173.3,-5.8,4.47,-15.05,Provideniya
188,karratha,0,AU,1580076447,68,-20.74,116.85,85.57,14.27,87.17,Karratha
189,bulolo,32,PG,1580076447,91,-7.2,146.65,66.38,2.8,69.53,Bulolo
190,mlonggo,42,ID,1580076522,72,-6.53,110.7,83.05,3.36,90.41,Mlonggo
191,jiwani,54,PK,1580076522,56,25.05,61.74,67.59,22.62,55.29,Jiwani
192,iqaluit,20,CA,1580076522,67,63.75,-68.51,-27.0,13.87,-42.05,Iqaluit
193,rovaniemi,91,FI,1580076523,84,66.5,25.72,-2.2,10.29,-14.51,Rovaniemi
194,berlevag,40,NO,1580076258,78,70.86,29.09,23.0,13.87,5.9,Berlevag
195,port%20elizabeth,20,ZA,1580076523,72,-33.92,25.57,62.6,17.22,53.96,Port Elizabeth
196,alofi,13,NU,1580076523,88,-19.06,-169.92,80.6,6.93,88.07,Alofi
197,kudahuvadhoo,100,MV,1580076523,72,2.67,72.89,81.25,7.18,85.53,Kudahuvadhoo
198,mora,0,CM,1580076523,26,11.05,14.14,57.76,3.8,50.94,Mora
199,el%20angel,75,EC,1580076523,82,0.62,-77.93,57.2,6.93,53.87,El Angel
200,wiang%20sa,48,TH,1580076523,90,8.64,99.37,68.25,2.51,72.21,Wiang Sa
201,primorsko,97,BG,1580076523,93,42.27,27.77,44.01,2.24,39.0,Primorsko
202,krasnyy%20chikoy,45,RU,1580076524,93,50.36,108.75,-1.3,0.76,-8.14,Krasnyy Chikoy
203,alugan,8,PH,1580076524,92,12.22,125.48,75.2,8.08,79.72,Alugan
204,kieta,100,PG,1580076524,77,-6.22,155.63,80.65,5.5,86.63,Kieta
205,kahului,40,US,1580076524,61,20.89,-156.47,81.0,5.82,79.2,Kahului
206,barra%20do%20garcas,40,BR,1580076524,70,-15.89,-52.26,86.0,2.24,95.13,Barra do Garcas
207,greeley,1,US,1580076524,22,40.42,-104.71,55.0,6.93,42.13,Greeley
208,itambacuri,79,BR,1580076509,94,-18.03,-41.69,73.29,4.47,79.16,Itambacuri
209,luau,100,AO,1580076524,87,-10.71,22.22,68.45,3.2,71.69,Luau
210,kalmunai,100,LK,1580076525,63,7.42,81.82,79.72,12.28,78.53,Kalmunai
211,hauge,100,NO,1580076525,94,58.34,6.28,46.0,11.01,35.51,Hauge i Dalane
212,kaeo,1,NZ,1580076525,66,-35.1,173.78,77.0,5.01,79.36,Kaeo
213,vao,99,NC,1580076525,83,-22.67,167.48,77.68,12.97,79.11,Vao
214,roma,90,US,1580076322,100,43.21,-75.46,37.99,6.93,28.8,Rome
215,rio%20gallegos,40,AR,1580076525,36,-51.62,-69.22,62.6,27.51,44.04,Rio Gallegos
216,xingyi,48,CN,1580076526,92,24.19,102.82,38.12,1.7,34.21,Xingyi
217,port-gentil,40,GA,1580076526,94,-0.72,8.78,80.6,4.7,90.59,Port-Gentil
218,chimbote,75,PE,1580076526,59,-9.09,-78.58,79.75,12.8,77.47,Chimbote
219,goryachiy%20klyuch,75,RU,1580076526,86,44.63,39.13,39.99,4.47,32.49,Goryachiy Klyuch
220,verkhnyaya%20inta,100,RU,1580076526,94,65.98,60.31,-6.54,5.77,-16.37,Verkhnyaya Inta
221,itaperucu,40,BR,1580076472,57,-25.22,-49.35,80.6,6.93,77.79,Itaperucu
222,pisco,48,PE,1580076526,30,-13.7,-76.22,73.99,25.28,56.28,Pisco
223,north%20bend,75,US,1580076306,71,43.41,-124.22,57.0,17.22,44.46,North Bend
224,ulladulla,90,AU,1580076527,83,-35.35,150.47,70.0,5.82,71.65,Ulladulla
225,mocuba,0,MZ,1580076527,97,-16.84,36.99,72.48,3.13,79.18,Mocuba
226,coihaique,1,CL,1580076527,32,-45.58,-72.07,68.0,10.29,57.69,Coyhaique
227,bin%20qirdan,64,TN,1580076527,36,33.14,11.22,61.45,9.37,52.93,Ben Gardane
228,tigzirt,0,DZ,1580076527,79,36.89,4.12,57.24,15.37,48.88,Tigzirt
229,padang,96,ID,1580076473,96,-0.95,100.35,68.36,3.02,72.93,Padang
230,tautira,20,PF,1580076527,74,-17.73,-149.15,86.0,14.99,88.95,Tautira
231,baikunthpur,0,IN,1580076527,53,23.25,82.55,51.3,1.9,47.07,Baikunthpur
232,richards%20bay,86,ZA,1580076527,83,-28.78,32.04,78.46,37.0,66.76,Richards Bay
233,asifabad,0,IN,1580076527,35,19.37,79.28,65.53,1.66,61.86,Asifabad
234,arrifes,20,PT,1580076528,87,37.77,-25.7,60.8,18.34,52.65,Arrifes
235,imbituba,0,BR,1580076444,78,-28.24,-48.67,82.4,10.29,86.86,Imbituba
236,nioro,100,GM,1580076528,9,13.35,-15.75,84.72,8.39,74.97,Nioro
237,vostok,26,RU,1580076528,96,46.49,135.88,-4.5,4.81,-13.72,Vostok
238,ouallam,86,NE,1580076528,7,14.32,2.09,74.84,11.03,62.65,Ouallam
239,margate,40,GB,1580076348,100,51.38,1.39,50.0,12.75,40.15,Margate
240,avarua,100,CK,1580076528,83,-21.21,-159.78,80.6,9.17,85.75,Avarua
241,plouzane,75,FR,1580076528,93,48.38,-4.62,48.2,11.41,39.88,Plouzane
242,flin%20flon,90,CA,1580076529,85,54.77,-101.86,19.4,1.88,12.97,Flin Flon
243,san%20andres,20,CO,1580076428,58,12.58,-81.7,84.2,9.17,85.59,San Andres
244,svetlogorsk,6,BY,1580076604,93,52.63,29.73,31.17,7.49,23.02,Forsytheganj
245,haapiti,20,PF,1580076604,74,-17.57,-149.87,86.0,14.99,88.95,Haapiti
246,oranjemund,0,NA,1580076604,68,-28.55,16.43,62.22,21.56,50.58,Oranjemund
247,muzhi,98,RU,1580076604,99,65.37,64.67,-10.75,4.54,-19.98,Muzhi
248,kiunga,100,PG,1580076604,98,-6.12,141.29,72.23,0.85,80.22,Kiunga
249,portland,75,US,1580076463,66,45.52,-122.68,55.99,11.41,43.75,Portland
250,tanda,0,IN,1580076605,75,26.55,82.65,52.34,6.6,47.37,Tanda
251,sao%20desiderio,80,BR,1580076605,84,-12.36,-44.97,74.12,3.96,79.02,Sao Desiderio
252,beloha,9,MG,1580076605,68,-25.17,45.05,72.0,8.81,70.63,Beloha
253,takoradi,49,GH,1580076605,73,4.88,-1.76,78.35,4.0,83.21,Takoradze
254,trelew,0,AR,1580076427,32,-43.25,-65.31,64.56,18.43,50.92,Trelew
255,chistoye,90,RU,1580076605,92,56.54,43.0,26.6,11.18,15.55,Chistoye
256,husavik,100,IS,1580076606,92,66.04,-17.34,24.8,21.92,7.74,Husavik
257,adrar,92,MR,1580076606,19,20.5,-10.07,74.53,16.11,61.54,Adrar
258,vredendal,0,ZA,1580076606,53,-31.67,18.5,61.63,14.36,52.21,Vredendal
259,altay,100,CN,1580076606,94,47.87,88.12,12.97,2.68,5.79,Altay
260,shihezi,59,CN,1580076681,95,44.3,86.03,6.3,2.89,-1.39,Shihezi
261,faanui,100,PF,1580076681,74,-16.48,-151.75,83.07,11.05,86.56,Faanui
262,khani,60,GE,1580076682,72,41.96,42.96,32.0,5.82,24.13,Khani
263,nome,1,US,1580076629,58,64.5,-165.41,-4.0,12.75,-17.95,Nome
264,lebu,6,CL,1580076682,50,-37.62,-73.65,68.9,12.35,61.88,Lebu
265,port%20hawkesbury,90,CA,1580076518,100,45.62,-61.35,39.99,18.34,24.22,Port Hawkesbury
266,tura,53,IN,1580076682,73,25.52,90.22,56.08,1.23,54.84,Tura
267,aripuana,100,BR,1580076682,80,-9.17,-60.63,83.82,2.82,93.78,Aripuana
268,ternate,99,ID,1580076682,94,0.8,127.4,74.05,1.5,81.99,Ternate
269,ostrovnoy,77,RU,1580076683,98,68.05,39.51,-0.85,11.36,-13.61,Ostrovnoy
270,skjervoy,100,NO,1580076683,59,70.03,20.97,22.1,16.93,6.78,Skjervoy
271,tawang,45,IN,1580076683,84,27.58,91.87,14.31,4.32,6.12,Tawang
272,shimoda,100,JP,1580076683,67,34.67,138.95,43.0,3.0,35.55,Shimoda
273,ancud,40,CL,1580076683,63,-41.87,-73.82,64.4,6.93,61.0,Ancud
274,saint-augustin,100,CA,1580076683,94,51.23,-58.65,25.61,9.78,15.53,Saint-Augustin
275,svetlaya,0,RU,1580076683,67,46.54,138.33,12.87,9.24,1.54,Svetlaya
276,havre-saint-pierre,90,CA,1580076684,92,50.23,-63.6,26.6,13.87,14.27,Havre-Saint-Pierre
277,tel%20aviv-yafo,0,IL,1580076603,81,32.08,34.78,48.99,4.7,39.54,Tel Aviv-Yafo
278,necochea,83,AR,1580076684,73,-38.55,-58.74,66.0,14.0,59.61,Necochea
279,itarema,100,BR,1580076684,81,-2.92,-39.92,80.89,5.93,87.6,Itarema
280,maseru,20,LS,1580076684,37,-29.32,27.48,58.28,2.89,53.1,Maseru
281,ornskoldsvik,90,SE,1580076684,85,63.29,18.72,28.4,6.93,15.57,OErnskoeldsvik
282,rio%20de%20janeiro,20,BR,1580076665,74,-22.9,-43.21,82.4,16.11,79.79,Rio de Janeiro
283,isangel,42,VU,1580076685,83,-19.55,169.27,78.71,13.44,80.4,Isangel
284,saraland,90,US,1580076685,93,30.82,-88.07,48.99,3.36,45.64,Saraland
285,sioux%20lookout,90,CA,1580076422,92,50.1,-91.92,17.6,4.7,8.4,Sioux Lookout
286,palmerston,40,AU,1580076686,79,-12.49,130.98,86.0,9.17,89.82,Palmerston
287,paramonga,40,PE,1580076686,90,-10.67,-77.83,71.33,12.8,70.9,Paramonga
288,bone,100,DE,1580076686,86,51.97,12.14,37.4,8.05,27.68,Bone
289,san%20vicente,0,AR,1580076687,65,-26.62,-54.13,80.01,2.8,84.69,San Vicente
290,wanlaweyn,0,SO,1580076687,74,2.62,44.89,79.18,16.06,77.85,Wanlaweyn
291,saint-georges,20,GD,1580076641,70,12.06,-61.75,84.2,13.87,85.78,Saint George's
292,malartic,90,CA,1580076688,100,48.13,-78.13,30.2,6.93,22.39,Malartic
293,hongjiang,17,CN,1580076688,91,27.11,110.0,32.63,2.28,27.54,Hongjiang
294,kokkola,99,FI,1580076423,85,63.83,23.08,18.0,4.7,6.24,Kokkola
295,pozhva,96,RU,1580076688,94,59.09,56.08,4.41,7.4,-5.93,Pozhva
296,lufilufi,62,WS,1580076688,94,-13.87,-171.6,80.01,8.01,87.76,Lufilufi
297,kodino,100,RU,1580076688,94,63.72,39.64,8.82,6.76,-0.92,Kodino
298,port%20lincoln,84,AU,1580076689,78,-34.73,135.87,62.55,5.66,61.11,Port Lincoln
299,wladyslawowo,90,PL,1580076689,85,54.79,18.4,37.0,5.82,27.63,Wladyslawowo
300,olenegorsk,97,RU,1580076689,96,68.15,33.3,4.5,2.06,-2.79,Olenegorsk
301,jiaonan,100,CN,1580076689,69,35.88,119.98,37.0,6.71,27.54,Yinzhu
302,chekhov,90,RU,1580076689,90,55.14,37.47,36.0,17.9,21.33,Chekhov
303,nantucket,90,US,1580076689,80,41.28,-70.1,42.8,14.99,29.5,Nantucket
304,taltal,0,CL,1580076689,69,-25.4,-70.48,72.1,6.22,72.39,Taltal
305,trani,77,IT,1580076690,81,41.27,16.42,52.0,5.82,46.24,Trani
306,thinadhoo,100,MV,1580076765,78,0.53,72.93,81.45,8.28,86.5,Thinadhoo
307,coolum%20beach,54,AU,1580076765,76,-26.53,153.1,80.01,1.01,84.51,Coolum Beach
308,kodiak,90,US,1580076765,61,57.79,-152.41,15.8,12.75,2.53,Kodiak
309,araouane,100,ML,1580076765,8,18.9,-3.53,77.34,5.77,68.41,Araouane
310,evensk,100,RU,1580076841,80,61.95,159.23,13.01,11.27,0.75,Evensk
311,fortuna,1,US,1580076555,71,40.6,-124.16,59.0,9.17,51.39,Fortuna
312,yenangyaung,33,MM,1580076841,61,20.47,94.88,56.44,0.76,54.45,Yenangyaung
313,san%20patricio,40,MX,1580076698,70,19.22,-104.7,87.8,11.41,92.79,San Patricio
314,methoni,67,GR,1580076841,87,36.82,21.7,57.0,2.24,51.62,Methoni
315,esso,89,RU,1580076841,97,55.93,158.7,4.71,3.31,-3.26,Esso
316,champerico,40,GT,1580076841,62,14.3,-91.92,86.0,6.93,90.46,Champerico
317,srednekolymsk,100,RU,1580076725,95,67.45,153.68,-27.35,5.01,-37.16,Srednekolymsk
318,hervey%20bay,90,AU,1580076842,94,-25.3,152.85,82.0,8.05,85.98,Hervey Bay
319,mancio%20lima,40,BR,1580076842,59,-7.61,-72.9,91.4,9.17,96.6,Mancio Lima
320,shouguang,100,CN,1580076842,80,36.88,118.74,34.0,4.21,27.57,Shouguang
321,yarmouth,90,US,1580076842,70,41.71,-70.23,45.0,9.17,33.39,Yarmouth
322,magnor,100,SE,1580076842,93,59.95,12.2,41.0,6.93,34.03,Magnor
323,espumoso,41,BR,1580076842,65,-28.72,-52.85,82.76,4.18,87.93,Espumoso
324,puerto%20escondido,5,MX,1580076842,66,15.85,-97.07,84.2,9.17,87.49,Puerto Escondido
325,eldorado,0,BR,1580076842,57,-23.79,-54.28,87.12,2.39,93.4,Eldorado
326,raahe,95,FI,1580076657,84,64.68,24.48,1.4,3.36,-6.88,Raahe
327,talnakh,75,RU,1580076826,84,69.49,88.4,1.4,8.95,-10.03,Talnakh
328,muncar,34,ID,1580076843,77,-8.43,114.33,82.67,6.26,89.33,Muncar
329,moberly,90,US,1580076843,74,39.42,-92.44,39.2,4.7,27.61,Moberly
330,gushikawa,75,JP,1580076844,88,26.35,127.87,71.6,24.16,63.5,Gushikawa
331,araioses,100,BR,1580076844,90,-2.89,-41.9,78.69,5.73,86.13,Araioses
332,kosh-agach,0,RU,1580076844,84,50.0,88.67,-4.32,1.03,-11.49,Kosh-Agach
333,general%20pico,0,AR,1580076844,15,-35.66,-63.76,97.75,20.85,84.24,General Pico
334,novobirilyussy,100,RU,1580076663,84,56.95,90.67,12.47,8.86,1.62,Novobirilyussy
335,west%20bay,40,KY,1580076844,69,19.37,-81.42,80.6,9.17,80.73,West Bay
336,srandakan,0,ID,1580076844,91,-7.94,110.25,74.5,2.64,81.52,Srandakan
337,avera,90,US,1580076844,41,33.19,-82.53,59.0,8.05,48.36,Avera
338,havelock,20,US,1580076844,37,34.88,-76.9,55.4,16.11,38.34,Havelock
339,touros,40,BR,1580076844,78,-5.2,-35.46,82.4,10.29,86.86,Touros
340,namibe,0,AO,1580076845,77,-15.2,12.15,75.06,8.3,76.73,Mossamedes
341,tutoia,100,BR,1580076845,90,-2.76,-42.27,78.48,6.6,85.28,Tutoia
342,paamiut,100,GL,1580076792,67,61.99,-49.67,17.06,20.22,-0.24,Paamiut
343,el%20vigia,95,VE,1580076845,87,8.62,-71.65,67.86,2.3,71.35,El Vigia
344,venado%20tuerto,67,AR,1580076845,12,-33.75,-61.97,103.08,14.74,92.68,Venado Tuerto
345,mishan,0,CN,1580076846,72,45.55,131.88,4.05,3.31,-4.23,Mishan
346,conceicao%20do%20araguaia,86,BR,1580076846,75,-8.26,-49.26,83.25,3.44,91.36,Conceicao do Araguaia
347,ritchie,0,ZA,1580076846,22,-29.04,24.6,69.46,19.37,54.55,Ritchie
348,cabo%20san%20lucas,75,MX,1580076846,64,22.89,-109.91,75.2,11.41,70.25,Cabo San Lucas
349,novomykolayivka,0,UA,1580076846,86,47.98,35.91,30.2,2.24,24.64,Novomykolayivka
350,matale,100,LK,1580076846,96,7.47,80.62,64.42,3.15,67.19,Matale
351,cintalapa,0,MX,1580076846,33,16.7,-93.73,84.85,8.48,80.87,Cintalapa
352,lamar,90,US,1580076846,72,33.67,-95.58,60.8,4.7,53.01,Lamar
353,winneba,0,GH,1580076846,74,5.35,-0.62,82.4,3.36,89.87,Winneba
354,pontianak,87,ID,1580076847,97,-0.03,109.33,74.75,0.89,83.93,Pontianak
355,severo-kurilsk,100,RU,1580076780,92,50.68,156.12,19.06,13.2,6.37,Severo-Kuril'sk
356,barra,100,BR,1580076847,81,-11.09,-43.14,76.59,10.6,78.4,Barra
357,nizip,38,TR,1580076847,75,37.01,37.79,32.0,1.12,26.89,Nizip
358,dingle,19,PH,1580076847,89,11.0,122.67,73.22,2.59,79.29,Dingle
359,chippewa%20falls,90,US,1580076847,92,44.94,-91.39,28.4,4.54,18.46,Chippewa Falls
360,zhigansk,0,RU,1580076770,63,66.77,123.37,-30.53,2.95,-39.28,Zhigansk
361,baker%20city,90,US,1580076848,93,44.77,-117.83,44.6,6.93,35.1,Baker City
362,leningradskiy,100,RU,1580076848,94,69.38,178.42,-8.77,13.76,-23.17,Leningradskiy
363,eraniel,20,IN,1580076848,94,8.2,77.3,77.0,3.36,85.55,Eraniel
364,kutum,0,SD,1580076848,21,14.2,24.67,49.75,6.85,40.21,Kutum
365,flinders,90,AU,1580076764,83,-34.58,150.86,77.0,5.82,76.37,Flinders
366,ketchikan,90,US,1580076848,81,55.34,-131.65,44.6,14.99,33.76,Ketchikan
367,moussoro,0,TD,1580076848,13,13.64,16.49,66.06,12.8,53.33,Moussoro
368,hami,99,CN,1580076788,71,42.8,93.45,9.82,1.36,2.86,Kumul
369,tazovskiy,74,RU,1580076849,97,67.47,78.7,-4.11,5.82,-13.86,Tazovsky
370,rio%20grande,20,BR,1580076849,65,-32.03,-52.1,82.4,11.41,83.08,Rio Grande
371,coahuayana,75,MX,1580076849,47,18.73,-103.68,78.8,11.41,74.53,Coahuayana Viejo
372,nyurba,98,RU,1580076849,98,63.28,118.33,-12.91,3.53,-21.64,Nyurba
373,port-cartier,90,CA,1580076830,92,50.03,-66.87,26.01,9.17,15.84,Port-Cartier
374,tuatapere,88,NZ,1580076670,74,-46.13,167.68,66.0,5.01,65.55,Tuatapere
375,mahebourg,75,MU,1580076849,83,-20.41,57.7,77.0,11.41,77.22,Mahebourg
376,alamosa,1,US,1580076850,12,37.47,-105.87,71.6,6.93,37.49,Alamosa
377,coquimbo,95,CL,1580076799,73,-29.95,-71.34,79.0,12.75,71.06,Coquimbo
378,westport,75,US,1580076815,60,41.14,-73.36,45.0,4.7,35.74,Westport
379,aykhal,90,RU,1580076850,74,66.0,111.5,-23.8,4.47,-33.32,Aykhal
380,general%20roca,0,AR,1580076850,15,-39.03,-67.58,89.6,10.29,80.83,General Roca
381,ipixuna,75,BR,1580076925,94,-1.76,-48.8,77.0,16.11,78.37,Ipixuna
382,panaba,12,MX,1580077001,50,21.28,-88.27,83.5,8.32,83.21,Panaba
383,pangody,75,RU,1580077001,99,65.85,74.49,-7.62,4.47,-16.73,Pangody
384,port%20hardy,90,CA,1580076751,81,50.7,-127.42,48.2,3.36,44.62,Port Hardy
385,cranbrook,90,CA,1580076833,95,49.5,-115.77,37.4,1.9,33.4,Cranbrook
386,salaga,50,GH,1580077001,9,8.55,-0.52,81.9,2.93,75.02,Salaga
387,sarany,100,RU,1580077001,97,58.5,58.88,-1.17,2.1,-8.73,Sarany
